CRASH_NUMB,CITY_TOWN_NAME,CRASH_DATE,CRASH_TIME,CRASH_HOUR,MANR_COLL_DESCR,AMBNT_LIGHT_DESCR,WEATH_COND_DESCR,ROAD_SURF_COND_DESCR,STREET_NUMB,X,Y,LAT,LON,AGE_DRVR_YNGST,AGE_DRVR_OLDEST,CNTY_NAME,CRASH_SEVERITY_DESCR
4491306,STOUGHTON,12/13/2017,3:26 PM,03:00PM to 03:59PM,Rear-end,Daylight,Clear,Dry,1044,235497.1166,873269.0176,42.10903326,-71.07080502,25-34,55-64,NORFOLK,Non-fatal injury
4418248,WEYMOUTH,8/10/2017,6:47 PM,06:00PM to 06:59PM,Angle,Daylight,Clear,Dry,,246496.473,878314.3032,42.1538805,-70.93741121,18-20,45-54,NORFOLK,Fatal injury
4416557,HOLDEN,8/31/2017,1:10 PM,01:00PM to 01:59PM,Single vehicle crash,Daylight,Clear,Dry,480,172700.8553,900776.7702,42.35701467,-71.83136604,45-54,45-54,WORCESTER,Property damage only 
4404029,DENNIS,6/2/2017,10:17 AM,10:00AM to 10:59AM,Rear-end,Daylight,Clear,Dry,,312366.719,827024.1876,41.68547073,-70.15031793,35-44,65-74,BARNSTABLE,Property damage only 
4336035,LENOX,3/10/2017,8:19 AM,08:00AM to 08:59AM,Single vehicle crash,Daylight,"Snow/Sleet, hail (freezing rain or drizzle)",Ice,,52617.62992,898564.8884,42.323668,-73.28816937,35-44,35-44,BERKSHIRE,Non-fatal injury
4427723,READING,9/22/2017,6:32 AM,06:00AM to 06:59AM,Angle,Dawn,Cloudy/Cloudy,Dry,,233394.9373,922047.6874,42.54826937,-71.09340856,45-54,45-54,MIDDLESEX,Property damage only 
4315883,FALL RIVER,1/18/2017,5:16 PM,05:00PM to 05:59PM,Rear-end,Dark - lighted roadway,Clear,Dry,,229397.4533,827675.3123,41.69878856,-71.1468418,25-34,35-44,BRISTOL,Property damage only 
4462886,SPRINGFIELD,11/29/2017,5:36 PM,05:00PM to 05:59PM,Angle,Dark - lighted roadway,Clear,Dry,,116795.8639,879332.2242,42.16000221,-72.50684844,25-34,45-54,HAMPDEN,Property damage only 
4414491,GRANBY,8/23/2017,9:41 AM,09:00AM to 09:59AM,Single vehicle crash,Daylight,Clear,Dry,20,117977.0527,886671.5481,42.22620495,-72.49359311,45-54,45-54,HAMPSHIRE,Property damage only 
4381180,BROOKLINE,6/14/2017,7:15 AM,07:00AM to 07:59AM,Head-on,Daylight,Clear,Dry,282,229246.1216,895393.2004,42.30847329,-71.14527256,45-54,65-74,NORFOLK,Non-fatal injury
4390859,QUINCY,6/23/2017,11:14 AM,11:00AM to 11:59AM,Rear-end,Daylight,Clear,Dry,206,241098.3084,887522.7908,42.23708764,-71.00207857,21-24,35-44,NORFOLK,Property damage only 
4435881,BARNSTABLE,10/7/2017,12:36 AM,12:00AM to 12:59AM,Single vehicle crash,Dark - lighted roadway,"Cloudy/Fog, smog, smoke",Dry,556,302478.8662,825048.3819,41.66902832,-70.26941151,55-64,55-64,BARNSTABLE,Property damage only 
4372154,WEST TISBURY,6/4/2017,9:45 AM,09:00AM to 09:59AM,Rear-end,Daylight,Clear,Dry,,,,,,16-17,75-84,DUKES,Property damage only 
4460079,WATERTOWN,10/23/2017,4:03 PM,04:00PM to 04:59PM,Rear-to-rear,Daylight,Clear,Dry,110,227314.0009,901864.355,42.36680009,-71.16840059,>84,>84,MIDDLESEX,Property damage only 
4415668,AUBURN,8/7/2017,5:46 PM,05:00PM to 05:59PM,Rear-end,Daylight,Clear/Cloudy,Dry,139,174558.4099,884518.7558,42.2107088,-71.80811238,35-44,45-54,WORCESTER,Property damage only 
4439640,LEOMINSTER,10/13/2017,11:35 AM,11:00AM to 11:59AM,Head-on,Daylight,Clear,Dry,215,180109.9768,918334.6356,42.51530597,-71.74203801,25-34,25-34,WORCESTER,Non-fatal injury
4441709,LYNN,10/18/2017,4:56 PM,04:00PM to 04:59PM,Rear-end,Daylight,Clear/Clear,Dry,,246199.5381,915441.3688,42.48813677,-70.93803874,25-34,25-34,ESSEX,Property damage only 
4422266,NORWELL,8/25/2017,12:25 PM,12:00PM to 12:59PM,Rear-end,Daylight,Clear,Dry,,,,,,18-20,25-34,PLYMOUTH,Property damage only 
4375351,ANDOVER,6/4/2017,3:40 AM,03:00AM to 03:59AM,Single vehicle crash,Dark - roadway not lighted,Clear,Dry,,222450.6613,932827.004,42.64569656,-71.2262318,35-44,35-44,ESSEX,Property damage only 
4541111,WORCESTER,12/4/2017,1:00 PM,01:00PM to 01:59PM,Angle,Daylight,Clear,Dry,651,170866.8027,891917.4273,42.27718366,-71.8531823,21-24,25-34,WORCESTER,Property damage only 
4310477,KINGSTON,1/6/2017,9:15 AM,09:00AM to 09:59AM,Single vehicle crash,Daylight,Cloudy/Snow,Snow,,,,,,25-34,25-34,PLYMOUTH,Property damage only 
4345427,HOLDEN,3/28/2017,9:05 AM,09:00AM to 09:59AM,Rear-end,Daylight,"Cloudy/Fog, smog, smoke",Wet,1221,170003.8763,900140.2911,42.35118095,-71.86406991,21-24,55-64,WORCESTER,Property damage only 
4565751,LAWRENCE,9/29/2017,4:20 PM,04:00PM to 04:59PM,Rear-end,Daylight,Clear/Clear,Dry,50,227148.7056,939475.4026,42.70539154,-71.16862983,35-44,35-44,ESSEX,Property damage only 
4350461,METHUEN,4/7/2017,9:00 PM,09:00PM to 09:59PM,Rear-end,Dark - lighted roadway,Clear/Clear,Dry,,226438.6094,941551.9373,42.72547017,-71.17973241,35-44,35-44,ESSEX,Non-fatal injury
4438598,HOLYOKE,10/11/2017,3:06 PM,03:00PM to 03:59PM,Angle,Daylight,Clear,Dry,,107924.9688,883984.1252,42.20088807,-72.61492022,45-54,45-54,HAMPDEN,Non-fatal injury
4334360,SPRINGFIELD,2/26/2017,11:57 AM,11:00AM to 11:59AM,"Sideswipe, same direction",Daylight,Clear,Dry,,112744.8672,870651.1249,42.08141056,-72.55456584,,,HAMPDEN,Not Reported
4464363,ASHLAND,11/5/2017,5:59 PM,05:00PM to 05:59PM,Angle,Dark - lighted roadway,Clear,Dry,,204706.1549,887947.2668,42.24197072,-71.44298054,21-24,55-64,MIDDLESEX,Property damage only 
4475518,SOUTHBOROUGH,12/12/2017,9:40 AM,09:00AM to 09:59AM,Rear-end,Daylight,Cloudy,Dry,,,,,,35-44,45-54,WORCESTER,Property damage only 
4378167,SUTTON,6/7/2017,5:55 PM,05:00PM to 05:59PM,Rear-end,Daylight,Clear,Dry,,180266.4651,879024.4727,42.16140609,-71.7387948,18-20,55-64,WORCESTER,Non-fatal injury
4452325,SPRINGFIELD,11/2/2017,5:20 PM,05:00PM to 05:59PM,Rear-end,Daylight,Clear,Dry,451,111785.1789,872332.7183,42.09644536,-72.56642136,35-44,35-44,HAMPDEN,Non-fatal injury
4389700,BEVERLY,7/12/2017,4:05 PM,04:00PM to 04:59PM,Angle,Daylight,Clear/Clear,Dry,,250851.2655,921755.4998,42.5446869,-70.88091001,25-34,75-84,ESSEX,Non-fatal injury
4407924,SHREWSBURY,4/28/2017,4:04 PM,04:00PM to 04:59PM,Angle,Daylight,Clear,Dry,,182381.0779,894039.5,42.29664121,-71.71366216,45-54,65-74,WORCESTER,Property damage only 
4456081,BRAINTREE,11/20/2017,5:15 PM,05:00PM to 05:59PM,"Sideswipe, same direction",Dark - lighted roadway,Clear,Dry,325,240931.3526,885793.3397,42.22152143,-71.00422364,55-64,55-64,NORFOLK,Property damage only 
4314553,WALTHAM,1/5/2017,11:39 AM,11:00AM to 11:59AM,Rear-end,Daylight,Cloudy,Dry,11,221871.5468,902730.0626,42.37476793,-71.23443474,35-44,55-64,MIDDLESEX,Property damage only 
4407500,FITCHBURG,8/13/2017,3:01 PM,03:00PM to 03:59PM,Rear-end,Daylight,Clear,Dry,839,175385.0418,930465.5975,42.62437714,-71.8000546,16-17,55-64,WORCESTER,Property damage only 
4391168,BROCKTON,7/13/2017,1:25 PM,01:00PM to 01:59PM,"Sideswipe, same direction",Daylight,Cloudy,Dry,,240956.672,870501.3752,42.0838464,-71.00498366,45-54,45-54,PLYMOUTH,Property damage only 
4328347,ATTLEBORO,2/19/2017,3:46 PM,03:00PM to 03:59PM,"Sideswipe, same direction",Daylight,Clear,Dry,628,211373.7767,851174.2461,41.9108268,-71.36290507,65-74,65-74,BRISTOL,Property damage only 
4338995,NORTH ATTLEBOROUGH,3/18/2017,9:46 PM,09:00PM to 09:59PM,Rear-end,Dark - lighted roadway,Clear/Clear,Dry,,214167.8045,860345.6435,41.99336019,-71.32900644,18-20,21-24,BRISTOL,Property damage only 
4410999,WELLESLEY,8/19/2017,10:42 AM,10:00AM to 10:59AM,Single vehicle crash,Daylight,Clear,Dry,235,216385.8327,895590.1652,42.31062249,-71.30124633,21-24,21-24,NORFOLK,Non-fatal injury
4327771,BROOKLINE,2/14/2017,4:20 PM,04:00PM to 04:59PM,Angle,Dusk,Clear,Dry,,228820.6863,894007.9782,42.29620947,-71.15056791,35-44,65-74,NORFOLK,Non-fatal injury
4410480,GRAFTON,8/15/2017,5:00 PM,05:00PM to 05:59PM,"Sideswipe, same direction",Daylight,Clear,Dry,,181203.931,885865.5134,42.22302377,-71.72767076,35-44,65-74,WORCESTER,Property damage only 
4437587,CAMBRIDGE,10/10/2017,9:30 AM,09:00AM to 09:59AM,"Sideswipe, same direction",Daylight,Clear,Dry,,231834.2968,901379.3751,42.3622625,-71.11355393,25-34,25-34,MIDDLESEX,Not Reported
4324371,MEDFORD,2/9/2017,9:15 PM,09:00PM to 09:59PM,"Sideswipe, same direction",Dark - lighted roadway,Snow,Snow,,232637.2563,909687.6511,42.43703196,-71.10333706,35-44,45-54,MIDDLESEX,Non-fatal injury
4462086,WALPOLE,11/29/2017,4:41 PM,04:00PM to 04:59PM,Angle,Dark - lighted roadway,Clear,Dry,,224483.3044,878044.5898,42.1524537,-71.20377367,18-20,55-64,NORFOLK,Property damage only 
4356019,BOSTON,2/7/2017,8:20 PM,08:00PM to 08:59PM,Rear-end,Dark - lighted roadway,Cloudy,Dry,,235141.7458,903921.3273,42.38500528,-71.073243,25-34,25-34,SUFFOLK,Property damage only 
4536084,WORCESTER,12/15/2017,1:58 PM,01:00PM to 01:59PM,"Sideswipe, same direction",Daylight,Clear,Dry,143,176154.6451,890484.9422,42.26447075,-71.78901706,,,WORCESTER,Property damage only 
4478142,WEYMOUTH,12/14/2017,9:56 AM,09:00AM to 09:59AM,Angle,Daylight,Clear,Dry,28,245276.2705,880671.67,42.17517822,-70.95199475,65-74,65-74,NORFOLK,Property damage only 
4465220,MANSFIELD,12/1/2017,11:43 AM,11:00AM to 11:59AM,"Sideswipe, same direction",Daylight,Clear,Dry,333,222180.026,862601.1653,42.01347709,-71.23222471,45-54,65-74,BRISTOL,Property damage only 
4355286,CAMBRIDGE,4/14/2017,11:53 AM,11:00AM to 11:59AM,"Sideswipe, same direction",Daylight,Clear/Clear,Dry,,232464.0624,902213.5626,42.36975378,-71.10585937,45-54,45-54,MIDDLESEX,Property damage only 
4423431,BEDFORD,6/13/2017,3:32 PM,03:00PM to 03:59PM,Rear-end,Daylight,Clear,Dry,423,215183.9052,914284.972,42.478952,-71.31533499,21-24,45-54,MIDDLESEX,Property damage only 
4565585,LAWRENCE,3/10/2017,4:52 PM,04:00PM to 04:59PM,Single vehicle crash,Daylight,Clear,Dry,,227980.8291,937225.3299,42.68510776,-71.15858479,35-44,35-44,ESSEX,Property damage only 
4313747,SHARON,1/7/2017,8:40 PM,08:00PM to 08:59PM,Single vehicle crash,Dark - roadway not lighted,Cloudy/Snow,Snow,,,,,,21-24,21-24,NORFOLK,Property damage only 
4318391,WILBRAHAM,1/26/2017,4:31 PM,04:00PM to 04:59PM,Rear-end,Daylight,Cloudy,Dry,,120440.8124,878359.4375,42.1516216,-72.46261139,25-34,45-54,HAMPDEN,Property damage only 
4491761,OXFORD,12/24/2017,12:47 AM,12:00AM to 12:59AM,Single vehicle crash,Dark - lighted roadway,Clear,Ice,23,169904.1201,876040.8115,42.13421593,-71.86403528,25-34,25-34,WORCESTER,Property damage only 
4433605,CAMBRIDGE,9/27/2017,3:00 PM,03:00PM to 03:59PM,Head-on,Daylight,Clear,Dry,,233343.5468,901992.375,42.36771809,-71.09518837,75-84,75-84,MIDDLESEX,Non-fatal injury
4335975,WEYMOUTH,2/18/2017,10:35 AM,10:00AM to 10:59AM,Rear-end,Daylight,Clear,Dry,768,245001.9283,881148.6569,42.17952442,-70.95527389,25-34,55-64,NORFOLK,Property damage only 
4365869,LUDLOW,2/28/2017,3:34 PM,03:00PM to 03:59PM,Single vehicle crash,Daylight,Clear/Other,Dry,,118641.4611,879172.6876,42.15876471,-72.48450196,,,HAMPDEN,Not Reported
4351816,QUINCY,1/10/2017,10:34 AM,10:00AM to 10:59AM,Angle,Daylight,Clear,Dry,91,239956.6494,890666.8091,42.2654517,-71.01568574,55-64,65-74,NORFOLK,Property damage only 
4360168,NORTH ATTLEBOROUGH,5/1/2017,6:30 AM,06:00AM to 06:59AM,Single vehicle crash,Daylight,Cloudy,Wet,,213870.6252,859088.6248,41.98204831,-71.33262069,55-64,55-64,BRISTOL,Property damage only 
4392864,SPRINGFIELD,7/10/2017,2:29 PM,02:00PM to 02:59PM,Rear-end,Daylight,Cloudy,Dry,483,116714.7186,878337.7502,42.15104511,-72.50768643,45-54,45-54,HAMPDEN,Not Reported
4366955,BOXFORD,5/4/2017,8:04 AM,08:00AM to 08:59AM,Angle,Daylight,Clear,Dry,115,242708.1412,933704.4688,42.65274191,-70.97915669,45-54,45-54,ESSEX,Property damage only 
4483310,RAYNHAM,12/12/2017,8:29 AM,08:00AM to 08:59AM,Rear-end,Daylight,Cloudy,Dry,,237904.2186,850768.7498,41.90634881,-71.04315953,25-34,25-34,BRISTOL,Non-fatal injury
4350319,SOUTHBRIDGE,1/21/2017,9:19 PM,09:00PM to 09:59PM,"Sideswipe, opposite direction",Dark - lighted roadway,Other,Wet,10,157839.9374,868419.7501,42.0650472,-72.00940555,35-44,75-84,WORCESTER,Property damage only 
4424114,LYNNFIELD,8/10/2017,1:52 PM,01:00PM to 01:59PM,Rear-end,Daylight,Clear,Dry,,241752.9548,918084.9913,42.51218995,-70.99193764,25-34,55-64,ESSEX,Property damage only 
4405717,OXFORD,7/21/2017,9:32 PM,09:00PM to 09:59PM,Single vehicle crash,Dark - roadway not lighted,Clear,Dry,,169755.826,870874.5808,42.08770013,-71.86555764,25-34,25-34,WORCESTER,Non-fatal injury
4357613,CAMBRIDGE,4/30/2017,12:07 PM,12:00PM to 12:59PM,Single vehicle crash,Daylight,Clear,Dry,,231996.3125,901719.3751,42.36531679,-71.11156858,35-44,35-44,MIDDLESEX,Property damage only 
4382683,BOSTON,6/18/2017,4:24 PM,04:00PM to 04:59PM,Angle,Daylight,Clear,Dry,,,,,,21-24,25-34,SUFFOLK,Non-fatal injury
4333474,ACUSHNET,2/19/2017,2:35 PM,02:00PM to 02:59PM,Angle,Daylight,Clear,Dry,376,248464.8555,828739.9819,41.70740879,-70.91770074,16-17,35-44,BRISTOL,Non-fatal injury
4451316,REVERE,11/8/2017,9:40 PM,09:00PM to 09:59PM,Angle,Dark - lighted roadway,Clear,Dry,64,241869.3076,906296.4746,42.40605433,-70.99138154,25-34,45-54,SUFFOLK,Property damage only 
4358352,NORTHBOROUGH,4/9/2017,1:16 PM,01:00PM to 01:59PM,Rear-end,Daylight,Clear,Dry,,185971.7186,892482.6247,42.28269642,-71.67007729,21-24,35-44,WORCESTER,Property damage only 
4337619,BOSTON,3/9/2017,12:15 PM,12:00PM to 12:59PM,Rear-end,Daylight,Clear,Dry,,231152.579,895470.3122,42.3089601,-71.12012587,35-44,35-44,SUFFOLK,Non-fatal injury
4384131,HOLLISTON,6/14/2017,5:33 PM,05:00PM to 05:59PM,Single vehicle crash,Daylight,Clear,Dry,100,207221.8622,885175.692,42.21700417,-71.4125303,45-54,45-54,MIDDLESEX,Property damage only 
4379030,LEOMINSTER,6/17/2017,3:56 PM,03:00PM to 03:59PM,Angle,Daylight,Clear,Dry,,178962.2501,918220.5002,42.51424952,-71.75600358,21-24,45-54,WORCESTER,Property damage only 
4335950,YARMOUTH,1/24/2017,2:24 PM,02:00PM to 02:59PM,Rear-end,Daylight,Cloudy,Dry,,303994.4377,826998.2502,41.68638506,-70.25087878,25-34,35-44,BARNSTABLE,Property damage only 
4423838,LEOMINSTER,9/15/2017,1:10 PM,01:00PM to 01:59PM,Angle,Daylight,Clear,Dry,,180021.0779,920977.4999,42.53908795,-71.74321271,25-34,25-34,WORCESTER,Property damage only 
4334851,LUDLOW,3/5/2017,3:52 PM,03:00PM to 03:59PM,Angle,Daylight,Clear,Dry,69,123015.4376,879092.081,42.1584778,-72.43156706,55-64,65-74,HAMPDEN,Property damage only 
4501387,BELCHERTOWN,12/9/2017,7:05 PM,07:00PM to 07:59PM,Single vehicle crash,Dark - roadway not lighted,Snow,Snow,127,126614.9758,891349.9758,42.26917684,-72.3895549,18-20,18-20,HAMPSHIRE,Property damage only 
4385127,AUBURN,6/10/2017,1:33 AM,01:00AM to 01:59AM,Single vehicle crash,Dusk,Clear,Dry,,169212.2068,882098.3124,42.18872045,-71.87272562,25-34,25-34,WORCESTER,Non-fatal injury
4403750,GRAFTON,6/21/2017,1:24 PM,01:00PM to 01:59PM,Angle,Daylight,Clear,Dry,,184687.6251,884061.2498,42.20684927,-71.68542265,21-24,65-74,WORCESTER,Property damage only 
4316029,ASHLAND,1/10/2017,9:45 AM,09:00AM to 09:59AM,"Sideswipe, opposite direction",Daylight,Clear/Other,Dry,360,201685.8585,890146.6134,42.26178963,-71.47956548,25-34,65-74,MIDDLESEX,Property damage only 
4484039,ANDOVER,10/5/2017,5:10 PM,05:00PM to 05:59PM,Rear-end,Daylight,Clear,Dry,83,224361.597,937900.2572,42.69130602,-71.20271358,25-34,35-44,ESSEX,Property damage only 
4439958,WESTFIELD,10/7/2017,12:14 PM,12:00PM to 12:59PM,Rear-end,Daylight,Clear,Dry,,98101.78133,874635.3123,42.11550898,-72.73221417,25-34,65-74,HAMPDEN,Non-fatal injury
4401407,GARDNER,1/6/2017,7:30 AM,07:00AM to 07:59AM,Angle,Daylight,Snow,Snow,,160848.0158,925522.4998,42.57927459,-71.97691932,25-34,35-44,WORCESTER,Property damage only 
4409147,CAMBRIDGE,8/14/2017,1:15 PM,01:00PM to 01:59PM,"Sideswipe, same direction",Daylight,Cloudy,Dry,,234744.9794,901718.4857,42.36519024,-71.0781963,45-54,55-64,MIDDLESEX,Property damage only 
4363537,LYNN,5/6/2017,3:31 PM,03:00PM to 03:59PM,"Sideswipe, same direction",Daylight,Clear/Clear,Dry,85,246100.1458,912142.3936,42.45844397,-70.93951874,<16,<16,ESSEX,Property damage only 
4361027,MANSFIELD,5/9/2017,2:01 PM,02:00PM to 02:59PM,Rear-end,Daylight,Clear,Dry,500,225243.5464,864717.4987,42.03243538,-71.19514256,18-20,45-54,BRISTOL,Property damage only 
4366850,ABINGTON,5/11/2017,9:58 AM,09:00AM to 09:59AM,Angle,Daylight,Clear,Dry,,245103.6405,872781.5001,42.10415468,-70.95468705,25-34,75-84,PLYMOUTH,Property damage only 
4371325,SANDWICH,5/14/2017,7:34 PM,07:00PM to 07:59PM,Unknown,Daylight,Cloudy/Rain,Wet,65 D,,,,,,,BARNSTABLE,Not Reported
4415786,PITTSFIELD,9/1/2017,2:23 PM,02:00PM to 02:59PM,Angle,Daylight,Clear,Dry,,56300.69944,912223.2502,42.44728899,-73.24688555,25-34,25-34,BERKSHIRE,Property damage only 
4351761,BARNSTABLE,4/11/2017,11:42 AM,11:00AM to 11:59AM,Rear-end,Daylight,Clear,Dry,,302788.9296,825616.8486,41.67411046,-70.26559061,18-20,21-24,BARNSTABLE,Property damage only 
4436309,LYNN,9/24/2017,4:06 PM,04:00PM to 04:59PM,Angle,Daylight,Clear/Clear,Dry,,244014.7968,912276.6876,42.45977984,-70.96485708,25-34,45-54,ESSEX,Non-fatal injury
4393678,MIDDLEBOROUGH,7/18/2017,8:15 AM,08:00AM to 08:59AM,Rear-end,Daylight,Clear,Dry,,245900.0131,850488.1673,41.90339266,-70.94681164,21-24,55-64,PLYMOUTH,Property damage only 
4330178,WORCESTER,1/31/2017,6:05 PM,06:00PM to 06:59PM,Angle,Dark - lighted roadway,Cloudy/Rain,Wet,,175722.6925,890195.7716,42.26185561,-71.79424106,21-24,55-64,WORCESTER,Not Reported
4400728,EAST LONGMEADOW,7/19/2017,5:03 PM,05:00PM to 05:59PM,Rear-end,Daylight,Clear,Dry,359,115628.0326,866791.9999,42.04698507,-72.51916796,45-54,65-74,HAMPDEN,Property damage only 
4451935,PITTSFIELD,9/8/2017,6:41 AM,06:00AM to 06:59AM,Single vehicle crash,Daylight,Clear/Unknown,Dry,10,56949.59766,912418.1847,42.44916351,-73.23904646,45-54,45-54,BERKSHIRE,Property damage only 
4383326,WESTWOOD,6/20/2017,3:14 PM,03:00PM to 03:59PM,Single vehicle crash,Daylight,Clear,Dry,660,222920.1446,886174.5535,42.22569571,-71.2223645,,,NORFOLK,Not Reported
4322945,LEOMINSTER,2/8/2017,5:52 PM,05:00PM to 05:59PM,Angle,Dark - lighted roadway,Clear,Wet,,179802.1877,918920.9377,42.52057344,-71.74580654,21-24,55-64,WORCESTER,Property damage only 
4443621,METHUEN,10/20/2017,7:33 PM,07:00PM to 07:59PM,Angle,Dark - lighted roadway,Clear/Clear,Dry,,223937.6875,942069.0624,42.72884795,-71.20771323,25-34,25-34,ESSEX,Property damage only 
4368854,WEST SPRINGFIELD,4/28/2017,1:35 PM,01:00PM to 01:59PM,Rear-end,Daylight,Clear,Dry,935,106872.2777,876061.6752,42.12944694,-72.62640263,25-34,65-74,HAMPDEN,Non-fatal injury
4429502,METHUEN,9/25/2017,2:10 PM,02:00PM to 02:59PM,"Sideswipe, opposite direction",Daylight,Clear/Clear,Dry,75,226273.8213,942522.0713,42.73285018,-71.17916975,35-44,65-74,ESSEX,Property damage only 
4389492,BELCHERTOWN,6/3/2017,10:00 PM,10:00PM to 10:59PM,Single vehicle crash,Dark - roadway not lighted,Clear,Dry,281,125345.5191,889897.9224,42.25598509,-72.40474957,55-64,55-64,HAMPSHIRE,Non-fatal injury
4481574,LOWELL,11/16/2017,6:00 PM,06:00PM to 06:59PM,Angle,Dark - lighted roadway,Rain/Rain,Wet,,213381.1875,930690.3749,42.62666819,-71.33688114,35-44,65-74,MIDDLESEX,Non-fatal injury
4474928,MANSFIELD,12/21/2017,9:59 AM,09:00AM to 09:59AM,"Sideswipe, same direction",Daylight,Clear,Dry,70,222504.6272,864308.8223,42.02884541,-71.22823537,25-34,65-74,BRISTOL,Property damage only 
4317544,SPRINGFIELD,1/25/2017,4:54 PM,04:00PM to 04:59PM,Rear-end,Dusk,Cloudy,Wet,,117433.031,874298.6252,42.11475984,-72.49842795,25-34,55-64,HAMPDEN,Non-fatal injury
4400415,MIDDLEBOROUGH,7/28/2017,5:12 PM,05:00PM to 05:59PM,Rear-end,Daylight,Clear,Wet,,251111.3076,851340.868,41.91075082,-70.88393632,25-34,65-74,PLYMOUTH,Property damage only 
4366849,ARLINGTON,5/20/2017,12:22 PM,12:00PM to 12:59PM,Rear-end,Daylight,Clear,Dry,1042,227165.1726,907819.0714,42.42041604,-71.16992971,35-44,75-84,MIDDLESEX,Property damage only 
4321837,OXFORD,2/1/2017,9:41 AM,09:00AM to 09:59AM,Rear-end,Daylight,Cloudy,Slush,,169838.9692,874132.5626,42.11703552,-71.86472282,35-44,55-64,WORCESTER,Property damage only 
4381676,RAYNHAM,6/1/2017,12:45 AM,12:00AM to 12:59AM,Angle,Dark - roadway not lighted,Cloudy,Wet,,239195.4559,853574.6396,41.93154866,-71.02741261,21-24,55-64,BRISTOL,Property damage only 
4409379,LOWELL,7/29/2017,4:30 PM,04:00PM to 04:59PM,Rear-end,Daylight,Clear,Dry,75,216361.0238,931747.0125,42.63612641,-71.30052393,18-20,75-84,MIDDLESEX,Property damage only 
4329095,WESTFORD,2/17/2017,2:25 PM,02:00PM to 02:59PM,Rear-end,Daylight,Clear,Dry,,205745.9733,923912.5041,42.56575404,-71.43002205,25-34,55-64,MIDDLESEX,Property damage only 
4402594,ASHLAND,5/5/2017,8:16 PM,08:00PM to 08:59PM,Single vehicle crash,Dusk,Rain,Wet,181,200415.7802,888956.7707,42.2510778,-71.49495888,65-74,65-74,MIDDLESEX,Property damage only 
4357464,ABINGTON,4/29/2017,10:28 AM,10:00AM to 10:59AM,Rear-end,Daylight,Clear,Dry,68,245707.8585,875520.2829,42.1287699,-70.94717027,35-44,45-54,PLYMOUTH,Property damage only 
4464403,WILLIAMSTOWN,11/20/2017,9:23 AM,09:00AM to 09:59AM,Single vehicle crash,Daylight,Clear,Wet,31,60029.21973,941850.3774,42.7146241,-73.20879254,,,BERKSHIRE,Not Reported
4390404,LYNN,7/1/2017,7:46 PM,07:00PM to 07:59PM,"Sideswipe, same direction",Dusk,Clear/Clear,Dry,179,246462.1381,913666.2299,42.47214206,-70.93499496,,,ESSEX,Not Reported
4369965,LAWRENCE,5/18/2017,6:12 AM,06:00AM to 06:59AM,"Sideswipe, opposite direction",Dark - lighted roadway,Clear,Dry,7,226718.2083,936969.2634,42.68284775,-71.1740073,18-20,18-20,ESSEX,Property damage only 
4320484,NORWELL,1/31/2017,3:39 PM,03:00PM to 03:59PM,"Sideswipe, opposite direction",Daylight,Rain,Snow,245,252914.3315,880726.8496,42.17519431,-70.85954523,35-44,45-54,PLYMOUTH,Property damage only 
4361920,STOUGHTON,5/8/2017,6:43 PM,06:00PM to 06:59PM,Rear-end,Daylight,Cloudy,Dry,,235552.0697,878976.2605,42.16041118,-71.069792,25-34,35-44,NORFOLK,Property damage only 
4434487,READING,10/5/2017,7:14 PM,07:00PM to 07:59PM,Rear-end,Dark - lighted roadway,Clear/Clear,Dry,357,232590.0585,918780.2675,42.518884,-71.10339447,16-17,25-34,MIDDLESEX,Property damage only 
4367666,CAMBRIDGE,5/22/2017,1:51 PM,01:00PM to 01:59PM,Single vehicle crash,Daylight,Clear/Clear,Dry,,229951.9687,904863.6874,42.39371128,-71.13621959,45-54,45-54,MIDDLESEX,Property damage only 
4417287,SEEKONK,9/1/2017,11:16 AM,11:00AM to 11:59AM,Rear-end,Daylight,Clear,Dry,211A,213869.1428,838718.3841,41.79864,-71.33312574,35-44,45-54,BRISTOL,Property damage only 
4400339,AVON,7/20/2017,2:40 PM,02:00PM to 02:59PM,"Sideswipe, same direction",Daylight,Clear,Dry,,236186.052,875082.6054,42.12533332,-71.06236192,25-34,45-54,NORFOLK,Property damage only 
4408657,NEWTON,5/21/2017,11:25 AM,11:00AM to 11:59AM,Rear-end,Daylight,Clear,Dry,,220080.9845,897282.7502,42.32577802,-71.25636947,21-24,45-54,MIDDLESEX,Non-fatal injury
4456042,SPRINGFIELD,11/19/2017,3:30 PM,03:00PM to 03:59PM,Rear-end,Daylight,Clear,Dry,,113447.5001,873402.3124,42.10625449,-72.54647812,55-64,55-64,HAMPDEN,Property damage only 
4356772,LEXINGTON,4/17/2017,10:38 AM,10:00AM to 10:59AM,"Sideswipe, same direction",Daylight,Clear,Dry,120,222381.4699,913273.8568,42.46967697,-71.22784613,55-64,65-74,MIDDLESEX,Property damage only 
4424036,MELROSE,9/16/2017,8:58 AM,08:00AM to 08:59AM,Rear-end,Daylight,Cloudy/Rain,Wet,200,234820.9422,911608.3558,42.45422225,-71.07667781,25-34,35-44,MIDDLESEX,Property damage only 
