CRASH_NUMB,CITY_TOWN_NAME,CRASH_DATE,CRASH_TIME,CRASH_HOUR,MANR_COLL_DESCR,AMBNT_LIGHT_DESCR,WEATH_COND_DESCR,ROAD_SURF_COND_DESCR,STREET_NUMB,X,Y,LAT,LON,AGE_DRVR_YNGST,AGE_DRVR_OLDEST,CNTY_NAME,CRASH_SEVERITY_DESCR
4497194,BOSTON,10/28/2017,2:15 PM,02:00PM to 02:59PM,Angle,Daylight,Cloudy/Cloudy,Dry,83,236757.0287,898195.0399,42.33338163,-71.05399473,25-34,25-34,SUFFOLK,Property damage only 
4404656,CONCORD,8/3/2017,6:29 PM,06:00PM to 06:59PM,"Sideswipe, same direction",Daylight,Clear,Dry,509,212933.801,910902.5488,42.448546,-71.34277482,21-24,21-24,MIDDLESEX,Property damage only 
4365962,QUINCY,3/6/2017,7:58 AM,07:00AM to 07:59AM,Rear-end,Daylight,Clear,Dry,,243025.8053,888642.209,42.24705811,-70.97863766,18-20,65-74,NORFOLK,Property damage only 
4498828,WALTHAM,12/9/2017,7:33 PM,07:00PM to 07:59PM,Angle,Dark - lighted roadway,Snow,Snow,,221415.5939,902085.8125,42.36898283,-71.2399952,55-64,55-64,MIDDLESEX,Property damage only 
4404552,WAREHAM,8/5/2017,10:25 AM,10:00AM to 10:59AM,Single vehicle crash,Daylight,Cloudy/Unknown,Dry,3073,270689.9743,834344.9364,41.7562186,-70.64999682,25-34,25-34,PLYMOUTH,Property damage only 
4417731,LAWRENCE,8/12/2017,6:48 PM,06:00PM to 06:59PM,Single vehicle crash,Daylight,Clear/Clear,Dry,,227134.2346,941029.75,42.71938991,-71.1687392,35-44,35-44,ESSEX,Property damage only 
4466246,CHICOPEE,12/9/2017,8:25 AM,08:00AM to 08:59AM,Angle,Daylight,Cloudy/Unknown,Dry,,112424.328,878945.0002,42.15604144,-72.55969036,21-24,35-44,HAMPDEN,Non-fatal injury
4369785,BROCKTON,5/29/2017,10:28 PM,10:00PM to 10:59PM,"Sideswipe, opposite direction",Dark - lighted roadway,Rain,Wet,,241511.83,873334.6654,42.10933188,-70.99807439,21-24,35-44,PLYMOUTH,Non-fatal injury
4417696,METHUEN,8/30/2017,7:28 PM,07:00PM to 07:59PM,Rear-to-rear,Dark - lighted roadway,Clear/Clear,Dry,186,,,,,25-34,45-54,ESSEX,Property damage only 
4336157,PITTSFIELD,1/23/2017,9:51 AM,09:00AM to 09:59AM,Single vehicle crash,Daylight,Cloudy,Dry,,55638.44945,912393.1876,42.44869659,-73.25498559,25-34,65-74,BERKSHIRE,Non-fatal injury
4349347,ACTON,3/16/2017,8:37 AM,08:00AM to 08:59AM,Rear-end,Daylight,Clear,Dry,,,,,,25-34,35-44,MIDDLESEX,Property damage only 
4429153,CHELSEA,9/22/2017,7:29 PM,07:00PM to 07:59PM,Angle,Dark - roadway not lighted,Clear,Dry,,239224.0818,905871.4477,42.40236575,-71.02354076,21-24,25-34,SUFFOLK,Property damage only 
4394245,BARNSTABLE,7/10/2017,9:01 AM,09:00AM to 09:59AM,Rear-end,Daylight,Clear,Dry,3980,289233.3724,822402.0738,41.64681626,-70.42885317,25-34,65-74,BARNSTABLE,Property damage only 
4465453,AMESBURY,4/1/2017,3:45 AM,03:00AM to 03:59AM,Single vehicle crash,Dark - lighted roadway,Snow,Snow,162,247236.5335,956255.9992,42.85548307,-70.92206159,25-34,25-34,ESSEX,Property damage only 
4342120,HUDSON,3/26/2017,6:38 PM,06:00PM to 06:59PM,Angle,Dusk,Clear,Dry,,194624.8437,903124.5627,42.37861204,-71.565266,25-34,35-44,MIDDLESEX,Property damage only 
4347396,TAUNTON,3/27/2017,12:00 AM,12:00AM to 12:59AM,Rear-end,Dark - lighted roadway,Clear,Wet,,235954.1565,848351.4375,41.88467043,-71.06680963,21-24,25-34,BRISTOL,Non-fatal injury
4413073,FALL RIVER,8/19/2017,5:26 AM,05:00AM to 05:59AM,Angle,Dawn,Clear,Dry,,227591.703,826208.8127,41.68565473,-71.16859421,25-34,25-34,BRISTOL,Property damage only 
4345605,WORCESTER,2/11/2017,1:55 AM,01:00AM to 01:59AM,Head-on,Dark - lighted roadway,"Snow/Blowing sand, snow",Snow,1511,170227.0305,887831.461,42.24037373,-71.8607315,25-34,25-34,WORCESTER,Property damage only 
4427271,LOWELL,9/13/2017,12:50 PM,12:00PM to 12:59PM,"Sideswipe, opposite direction",Daylight,Clear,Dry,30,215758.4611,931808.1174,42.636688,-71.30787411,,,MIDDLESEX,Not Reported
4344319,WESTBOROUGH,1/1/2017,4:37 AM,04:00AM to 04:59AM,Single vehicle crash,Dark - lighted roadway,Cloudy,Wet,,194538.7943,893166.7411,42.28896125,-71.56621638,25-34,25-34,WORCESTER,Non-fatal injury
4343841,CHICOPEE,3/26/2017,7:13 PM,07:00PM to 07:59PM,Single vehicle crash,Dark - lighted roadway,Rain,Wet,,108817.0209,881586.2705,42.17940494,-72.60374464,18-20,18-20,HAMPDEN,Property damage only 
4505488,GREAT BARRINGTON,12/16/2017,4:38 PM,04:00PM to 04:59PM,Rear-end,Dark - lighted roadway,Clear,Dry,,46786.55542,885152.7731,42.2018256,-73.35535596,21-24,35-44,BERKSHIRE,Property damage only 
4431866,LEOMINSTER,9/26/2017,2:51 PM,02:00PM to 02:59PM,Rear-end,Daylight,Clear,Dry,,178246.9339,919711.1939,42.52764342,-71.76476038,25-34,25-34,WORCESTER,Property damage only 
4455638,LOWELL,10/22/2017,10:40 AM,10:00AM to 10:59AM,Rear-end,Daylight,Clear,Dry,443,214579.0694,930815.3337,42.62777191,-71.32227398,18-20,55-64,MIDDLESEX,Property damage only 
4474929,CHATHAM,12/18/2017,11:56 AM,11:00AM to 11:59AM,Angle,Daylight,Cloudy,Dry,,325312.0822,826933.3134,41.68270118,-69.99488058,45-54,>84,BARNSTABLE,Property damage only 
4681338,WEBSTER,5/16/2017,3:45 PM,03:00PM to 03:59PM,Angle,Daylight,Clear,Dry,100,169543.4297,867597.9323,42.05818792,-71.86795606,25-34,75-84,WORCESTER,Property damage only 
4333103,CAMBRIDGE,2/28/2017,9:17 PM,09:00PM to 09:59PM,Rear-end,Daylight,Clear,Dry,85,230272.1673,904256.275,42.3881892,-71.1323287,75-84,75-84,MIDDLESEX,Property damage only 
4423140,LYNN,8/30/2017,2:55 PM,02:00PM to 02:59PM,Angle,Daylight,Clear/Clear,Dry,29,244721.6725,912933.5074,42.46565415,-70.95621054,25-34,25-34,ESSEX,Property damage only 
4371974,CHELMSFORD,5/30/2017,8:45 AM,08:00AM to 08:59AM,Rear-end,Daylight,Clear,Dry,,211528.3322,927841.8202,42.6010597,-71.35952696,21-24,25-34,MIDDLESEX,Non-fatal injury
4414550,WEST BRIDGEWATER,8/17/2017,4:03 PM,04:00PM to 04:59PM,Rear-end,Daylight,Clear,Dry,,237156.4533,863771,42.02344462,-71.05135042,25-34,65-74,PLYMOUTH,Property damage only 
4313962,LEICESTER,1/10/2017,1:59 PM,01:00PM to 01:59PM,Rear-to-rear,Daylight,Clear,Snow,1205,165742.2026,888369.8254,42.24504266,-71.91510302,35-44,45-54,WORCESTER,Property damage only 
4481956,MENDON,12/4/2017,10:57 AM,10:00AM to 10:59AM,"Sideswipe, same direction",Daylight,Clear,Dry,,199792.5688,871382.2106,42.09284823,-71.50250219,25-34,65-74,WORCESTER,Property damage only 
4395643,WRENTHAM,7/24/2017,11:27 AM,11:00AM to 11:59AM,Angle,Daylight,Rain,Wet,,214327.5558,868393.6975,42.06581567,-71.32687826,18-20,25-34,NORFOLK,Property damage only 
4354756,NEW BEDFORD,4/19/2017,9:24 PM,09:00PM to 09:59PM,Angle,Dark - lighted roadway,Cloudy/Rain,Wet,4227,246296.9967,831509.797,41.73250521,-70.94351932,18-20,25-34,BRISTOL,Property damage only 
4427748,SWANSEA,9/13/2017,8:25 AM,08:00AM to 08:59AM,Angle,Daylight,Clear,Dry,2345,219596.6225,835543.9015,41.76994131,-71.26431125,25-34,45-54,BRISTOL,Property damage only 
4480164,NEEDHAM,11/22/2017,6:29 PM,06:00PM to 06:59PM,Angle,Dark - lighted roadway,Clear,Wet,117,221331.4466,891752.8524,42.27595909,-71.24140748,65-74,65-74,NORFOLK,Property damage only 
4449928,AGAWAM,9/20/2017,2:51 PM,02:00PM to 02:59PM,Angle,Daylight,Clear,Dry,,102451.9765,869179.5627,42.06695477,-72.67870659,16-17,55-64,HAMPDEN,Property damage only 
4352748,MIDDLETON,4/11/2017,10:45 AM,10:00AM to 10:59AM,Rear-end,Daylight,Clear/Clear,Dry,,239915.2501,927280.6874,42.59507052,-71.01366444,45-54,75-84,ESSEX,Property damage only 
4339854,CAMBRIDGE,3/15/2017,10:50 PM,10:00PM to 10:59PM,"Sideswipe, same direction",Dark - lighted roadway,Clear/Clear,Slush,75,231540.9377,902394.1251,42.37141212,-71.11705542,35-44,35-44,MIDDLESEX,Property damage only 
4358339,DRACUT,4/29/2017,2:41 AM,02:00AM to 02:59AM,Single vehicle crash,Dark - roadway not lighted,Clear/Clear,Dry,,220346.3592,937831.7499,42.69080951,-71.25172244,21-24,21-24,MIDDLESEX,Property damage only 
4420545,MALDEN,8/29/2017,5:57 AM,05:00AM to 05:59AM,Angle,Dawn,Clear,Dry,1472,238778.2722,909078.1549,42.43125916,-71.02874305,45-54,45-54,MIDDLESEX,Non-fatal injury
4434949,NATICK,8/10/2017,1:06 PM,01:00PM to 01:59PM,Rear-end,Daylight,Clear,Dry,145,208874.6248,893386.7894,42.29091057,-71.39238444,25-34,25-34,MIDDLESEX,Property damage only 
4533497,BROOKLINE,3/26/2017,8:09 AM,08:00AM to 08:59AM,Single vehicle crash,Daylight,Clear,Dry,,231610.7547,897322.0677,42.32574752,-71.11648243,45-54,45-54,NORFOLK,Property damage only 
4399782,MASHPEE,7/5/2017,4:20 PM,04:00PM to 04:59PM,Angle,Daylight,Clear,Dry,,281264.6564,818887.0002,41.61603161,-70.52497406,18-20,35-44,BARNSTABLE,Property damage only 
4464385,METHUEN,12/1/2017,10:17 AM,10:00AM to 10:59AM,Rear-end,Daylight,Clear/Clear,Dry,,224015.7967,939591.8124,42.706548,-71.20686479,21-24,75-84,ESSEX,Property damage only 
4471458,LOWELL,10/19/2017,1:00 PM,01:00PM to 01:59PM,Single vehicle crash,Daylight,Clear,Dry,,215375.6717,931733.5626,42.63602949,-71.31253352,25-34,25-34,MIDDLESEX,Non-fatal injury
4412968,HALIFAX,7/18/2017,8:07 PM,08:00PM to 08:59PM,Rear-end,Dusk,Clear,Dry,300,254295.0126,860784.5504,41.99556268,-70.84468507,16-17,35-44,PLYMOUTH,Property damage only 
4452149,BURLINGTON,11/11/2017,3:07 PM,03:00PM to 03:59PM,Rear-end,Daylight,Clear,Dry,,223881.1432,914387.906,42.4796612,-71.20956008,18-20,55-64,MIDDLESEX,Property damage only 
4383828,NANTUCKET,6/2/2017,4:44 PM,04:00PM to 04:59PM,Angle,Daylight,Clear/Clear,Dry,,320734.0345,780916.5042,41.26917081,-70.05919129,55-64,55-64,NANTUCKET,Non-fatal injury
4364982,PEABODY,5/12/2017,5:35 PM,05:00PM to 05:59PM,Angle,Daylight,Clear,Dry,79,246726.4373,919784.5,42.52720219,-70.93128862,35-44,35-44,ESSEX,Property damage only 
4417657,MELROSE,8/28/2017,1:00 PM,01:00PM to 01:59PM,Unknown,Unknown,Unknown,Dry,585,236028.4293,912276.8077,42.46019003,-71.06196268,,,MIDDLESEX,Not Reported
4475988,CAMBRIDGE,12/29/2017,6:04 PM,06:00PM to 06:59PM,Rear-end,Dark - lighted roadway,Clear,Ice,,229035.3279,903197.4377,42.37873853,-71.14744052,,,MIDDLESEX,Non-fatal injury
4461296,METHUEN,11/28/2017,8:13 PM,08:00PM to 08:59PM,Angle,Dark - lighted roadway,Clear/Clear,Dry,,227964.203,941870.5626,42.72693096,-71.1585653,21-24,35-44,ESSEX,Property damage only 
4333304,BOSTON,2/14/2017,9:09 AM,09:00AM to 09:59AM,Rear-end,Daylight,Clear,Dry,,236204.6134,901824.3909,42.36275167,-71.05696823,18-20,25-34,SUFFOLK,Property damage only 
4477271,RAYNHAM,12/20/2017,5:00 PM,05:00PM to 05:59PM,Rear-end,Dusk,Clear,Dry,,239758.1753,855183.2221,41.94599759,-71.02051548,21-24,45-54,BRISTOL,Property damage only 
4454819,SOMERVILLE,9/17/2017,8:30 PM,08:00PM to 08:59PM,"Sideswipe, same direction",Dark - lighted roadway,Clear/Clear,Dry,33,233454.1154,903451.2042,42.38084825,-71.09376858,,,MIDDLESEX,Not Reported
4503568,QUINCY,12/28/2017,12:20 PM,12:00PM to 12:59PM,"Sideswipe, same direction",Daylight,Clear,Dry,135,240772.7961,889154.964,42.2517973,-71.00590148,35-44,55-64,NORFOLK,Property damage only 
4338493,ASHLAND,3/8/2017,1:09 PM,01:00PM to 01:59PM,Single vehicle crash,Daylight,Cloudy,Dry,,203589.3124,889753.6248,42.25824504,-71.45650332,35-44,55-64,MIDDLESEX,Property damage only 
4468370,SPRINGFIELD,12/9/2017,2:50 PM,02:00PM to 02:59PM,Rear-end,Daylight,Snow,Snow,800,114435.5025,874250.78,42.11400615,-72.53465815,21-24,75-84,HAMPDEN,Property damage only 
4386333,WORCESTER,5/16/2017,7:45 PM,07:00PM to 07:59PM,Angle,Daylight,Clear,Dry,,173738.6249,889533.5626,42.25583155,-71.8182573,25-34,35-44,WORCESTER,Non-fatal injury
4389521,NEWBURYPORT,6/26/2017,2:38 PM,02:00PM to 02:59PM,Single vehicle crash,Daylight,Clear,Dry,152,252205.3657,951066.5854,42.80845652,-70.86175598,55-64,55-64,ESSEX,Non-fatal injury
4371204,WALTHAM,5/23/2017,12:45 PM,12:00PM to 12:59PM,"Sideswipe, same direction",Daylight,Clear,Dry,,221692.6719,902702.2502,42.37452085,-71.23660916,35-44,75-84,MIDDLESEX,Property damage only 
4343625,NORTHAMPTON,2/15/2017,12:20 PM,12:00PM to 12:59PM,Rear-end,Daylight,Cloudy,Dry,968,106201.6786,899205.5126,42.33771417,-72.63824082,35-44,45-54,HAMPSHIRE,Non-fatal injury
4355091,GRAFTON,4/22/2017,2:30 AM,02:00AM to 02:59AM,Single vehicle crash,Dark - roadway not lighted,Cloudy/Rain,Wet,,187555.078,886443.5532,42.22835434,-71.65075543,25-34,25-34,WORCESTER,Property damage only 
4536273,WORCESTER,12/12/2017,3:24 PM,03:00PM to 03:59PM,Angle,Daylight,Rain,Wet,,175274.5159,889700.9999,42.25738512,-71.79964977,25-34,45-54,WORCESTER,Non-fatal injury
4382915,NORWELL,5/10/2017,11:33 AM,11:00AM to 11:59AM,Unknown,Daylight,Clear,Dry,64,254977.9927,878309.1064,42.15328317,-70.83479245,35-44,35-44,PLYMOUTH,Property damage only 
4349417,BOSTON,4/1/2017,4:42 PM,04:00PM to 04:59PM,Angle,Daylight,"Sleet, hail (freezing rain or drizzle)",Wet,,236341.1584,902919.4765,42.37592973,-71.0587458,35-44,45-54,SUFFOLK,Non-fatal injury
4479134,WESTWOOD,11/17/2017,4:25 PM,04:00PM to 04:59PM,Rear-end,Dusk,Clear,Dry,,222540.5859,889278.7863,42.25365191,-71.22683498,45-54,55-64,NORFOLK,Property damage only 
4450405,BELCHERTOWN,10/5/2017,10:48 AM,10:00AM to 10:59AM,Single vehicle crash,Daylight,Clear,Dry,,,,,,45-54,45-54,HAMPSHIRE,Property damage only 
4365930,WELLESLEY,5/14/2017,2:40 PM,02:00PM to 02:59PM,"Sideswipe, opposite direction",Daylight,Cloudy,Dry,277,217364.0712,894579.2147,42.30149947,-71.28941403,21-24,65-74,NORFOLK,Property damage only 
4454057,WALPOLE,11/13/2017,5:30 PM,05:00PM to 05:59PM,Rear-end,Dark - lighted roadway,Rain/Cloudy,Wet,,221316.5741,878724.066,42.1586594,-71.24205485,35-44,45-54,NORFOLK,Non-fatal injury
4368339,OXFORD,5/21/2017,5:35 PM,05:00PM to 05:59PM,Head-on,Daylight,Clear,Dry,26,170162.4975,874100.6377,42.11675979,-71.86081534,16-17,21-24,WORCESTER,Property damage only 
4365000,WESTON,5/17/2017,3:57 PM,03:00PM to 03:59PM,Rear-end,Daylight,Clear,Dry,752,215117.5538,896311.3601,42.31713911,-71.31660766,25-34,55-64,MIDDLESEX,Property damage only 
4461977,QUINCY,11/29/2017,3:54 PM,03:00PM to 03:59PM,Rear-end,Daylight,Clear,Dry,,239870.8905,892260.2703,42.27979756,-71.01661869,25-34,55-64,NORFOLK,Property damage only 
4411200,NORTH ANDOVER,8/12/2017,12:25 PM,12:00PM to 12:59PM,"Sideswipe, same direction",Daylight,Cloudy,Dry,,229325.5033,938238.0592,42.69417705,-71.14212186,25-34,25-34,ESSEX,Property damage only 
4466401,WELLFLEET,12/8/2017,10:46 AM,10:00AM to 10:59AM,Single vehicle crash,Daylight,Cloudy,Dry,,324918.0314,852968.2501,41.91713272,-69.99409165,35-44,35-44,BARNSTABLE,Property damage only 
4427807,LANCASTER,6/5/2017,10:32 AM,10:00AM to 10:59AM,Angle,Daylight,Clear/Unknown,Wet,800,182498.479,910029.9235,42.44059757,-71.71272693,45-54,55-64,WORCESTER,Property damage only 
4391629,SHREWSBURY,5/29/2017,3:14 PM,03:00PM to 03:59PM,Angle,Daylight,Cloudy/Rain,Wet,,182208.7659,888803.7501,42.24949803,-71.71558747,16-17,55-64,WORCESTER,Non-fatal injury
4441493,MEDFORD,10/12/2017,10:40 AM,10:00AM to 10:59AM,Rear-end,Daylight,Clear,Dry,,232637.2563,909687.6511,42.43703196,-71.10333706,25-34,35-44,MIDDLESEX,Non-fatal injury
4389040,WORCESTER,5/2/2017,10:16 PM,10:00PM to 10:59PM,Angle,Dark - lighted roadway,Unknown/Unknown,Dry,340,174664.3748,892638.607,42.28381606,-71.80718283,21-24,65-74,WORCESTER,Property damage only 
4431611,TAUNTON,9/10/2017,1:25 PM,01:00PM to 01:59PM,Single vehicle crash,Daylight,Clear,Dry,,236549.7358,849527.3846,41.89523084,-71.05955571,55-64,55-64,BRISTOL,Non-fatal injury
4356985,CAMBRIDGE,4/21/2017,9:43 AM,09:00AM to 09:59AM,Single vehicle crash,Daylight,Cloudy,Wet,,235047.7119,902230.2972,42.36978605,-71.07448694,65-74,65-74,MIDDLESEX,Property damage only 
4416502,LINCOLN,8/31/2017,5:29 PM,05:00PM to 05:59PM,Single vehicle crash,Daylight,Clear,Dry,,213686.3907,906745.6248,42.41110928,-71.33373207,45-54,45-54,MIDDLESEX,Non-fatal injury
4416478,NORWELL,7/31/2017,11:16 AM,11:00AM to 11:59AM,Single vehicle crash,Daylight,Clear,Dry,146,258389.8406,881204.7155,42.17910832,-70.79322037,25-34,25-34,PLYMOUTH,Property damage only 
4366741,NEEDHAM,1/12/2017,7:17 PM,07:00PM to 07:59PM,Head-on,Dark - lighted roadway,Rain,Wet,,223492.8217,894673.2727,42.30218546,-71.21507982,18-20,18-20,NORFOLK,Property damage only 
4411236,NEWTON,8/17/2017,3:29 PM,03:00PM to 03:59PM,Angle,Daylight,Clear,Dry,797,225217.5263,897790.1038,42.33019344,-71.1940238,65-74,75-84,MIDDLESEX,Property damage only 
4352008,QUINCY,2/21/2017,8:47 AM,08:00AM to 08:59AM,"Sideswipe, same direction",Daylight,Clear,Dry,32,239770.7248,890608.7909,42.26493903,-71.01794415,16-17,35-44,NORFOLK,Property damage only 
4404817,ACTON,7/24/2017,5:57 PM,05:00PM to 05:59PM,Angle,Daylight,Rain,Wet,,202075.5158,913993.1251,42.47646847,-71.47475308,25-34,25-34,MIDDLESEX,Property damage only 
4333067,BROCKTON,2/26/2017,5:14 AM,05:00AM to 05:59AM,Single vehicle crash,Dark - lighted roadway,Clear,Dry,295,240841.0122,871951.5104,42.09692471,-71.0062357,25-34,25-34,PLYMOUTH,Non-fatal injury
4372954,WATERTOWN,5/23/2017,5:15 PM,05:00PM to 05:59PM,Angle,Daylight,Clear,Dry,,226382.5622,901390.9998,42.36257384,-71.17972464,18-20,75-84,MIDDLESEX,Non-fatal injury
4383813,MEDFORD,6/20/2017,6:10 PM,06:00PM to 06:59PM,Rear-end,Daylight,Clear,Dry,,232605.7576,907344.019,42.41593129,-71.10384613,35-44,55-64,MIDDLESEX,Property damage only 
4349386,HANOVER,3/28/2017,3:15 PM,03:00PM to 03:59PM,Rear-end,Daylight,Rain,Wet,,253761.7323,878221.7501,42.15258436,-70.84951292,45-54,45-54,PLYMOUTH,Property damage only 
4416884,PALMER,4/1/2017,2:02 AM,02:00AM to 02:59AM,Single vehicle crash,Dark - roadway not lighted,"Snow/Sleet, hail (freezing rain or drizzle)",Slush,,,,,,21-24,21-24,HAMPDEN,Not Reported
4367413,BROCKTON,5/18/2017,7:19 AM,07:00AM to 07:59AM,Single vehicle crash,Daylight,Clear,Dry,49,238414.0498,869075.6694,42.07114572,-71.03581208,65-74,65-74,PLYMOUTH,Property damage only 
4451971,PITTSFIELD,11/8/2017,6:00 PM,06:00PM to 06:59PM,Rear-end,Dark - lighted roadway,Clear,Dry,,55587.82801,911744.7498,42.44285488,-73.25543116,21-24,55-64,BERKSHIRE,Property damage only 
4439973,WOBURN,10/15/2017,4:30 PM,04:00PM to 04:59PM,Angle,Daylight,Clear,Dry,331 N,231364.5158,914415.6874,42.47964791,-71.11853947,55-64,75-84,MIDDLESEX,Property damage only 
4383724,SAUGUS,6/19/2017,3:13 PM,03:00PM to 03:59PM,Single vehicle crash,Daylight,Clear,Dry,26,239810.3817,914355.7114,42.47872199,-71.01583766,>84,>84,ESSEX,Non-fatal injury
4467694,PRINCETON,12/13/2017,6:14 PM,06:00PM to 06:59PM,Single vehicle crash,Dark - lighted roadway,Clear,Dry,,171325.0467,910534.8749,42.44481291,-71.8485523,55-64,55-64,WORCESTER,Property damage only 
4355928,MEDFIELD,2/8/2017,6:21 PM,06:00PM to 06:59PM,Rear-end,Dark - lighted roadway,Clear,Dry,,216345.603,881955.2289,42.18786793,-71.3021152,25-34,55-64,NORFOLK,Non-fatal injury
4408666,NEWTON,5/25/2017,3:51 PM,03:00PM to 03:59PM,Single vehicle crash,Daylight,Rain,Wet,,225362.4381,897817.7799,42.33044085,-71.1922754,55-64,55-64,MIDDLESEX,Property damage only 
4402835,SPRINGFIELD,7/25/2017,1:46 PM,01:00PM to 01:59PM,Angle,Daylight,Cloudy,Dry,,109418.3509,874546.6406,42.1161068,-72.59537636,21-24,25-34,HAMPDEN,Non-fatal injury
4430528,HADLEY,5/27/2017,3:09 PM,03:00PM to 03:59PM,Rear-end,Daylight,Clear,Dry,73,109263.8303,899517.1363,42.34087567,-72.6011363,25-34,55-64,HAMPSHIRE,Property damage only 
4325709,BOXBOROUGH,1/21/2017,1:47 PM,01:00PM to 01:59PM,"Sideswipe, same direction",Daylight,Clear,Dry,,,,,,55-64,75-84,MIDDLESEX,Property damage only 
4451050,LEXINGTON,10/22/2017,1:26 PM,01:00PM to 01:59PM,Head-on,Daylight,Clear,Dry,,220779.9014,909488.0207,42.43563768,-71.24745055,25-34,55-64,MIDDLESEX,Non-fatal injury
4491029,WALTHAM,12/25/2017,4:53 PM,04:00PM to 04:59PM,Angle,Dark - lighted roadway,Clear,Wet,,220327.7813,902688.375,42.37443157,-71.25318304,25-34,35-44,MIDDLESEX,Property damage only 
4366513,FALMOUTH,5/11/2017,5:04 PM,05:00PM to 05:59PM,Single vehicle crash,Daylight,Clear/Unknown,Dry,24,275470.1764,811364.5818,41.5488861,-70.5954547,55-64,55-64,BARNSTABLE,Property damage only 
4347536,WALTHAM,3/17/2017,4:45 PM,04:00PM to 04:59PM,Rear-end,Daylight,Clear,Dry,,220721.3808,902895.9644,42.3762938,-71.24840392,45-54,55-64,MIDDLESEX,Property damage only 
4454565,RANDOLPH,11/15/2017,4:49 AM,04:00AM to 04:59AM,Single vehicle crash,Dark - roadway not lighted,Clear,Dry,,235613.5809,878601.0698,42.15703224,-71.06906468,35-44,35-44,NORFOLK,Property damage only 
4316189,HINGHAM,1/17/2017,3:17 PM,03:00PM to 03:59PM,Angle,Daylight,Cloudy,Dry,,248530.5625,885035.4997,42.21426267,-70.91223466,21-24,25-34,PLYMOUTH,Property damage only 
4383881,SALEM,6/15/2017,9:45 AM,09:00AM to 09:59AM,Angle,Daylight,Clear/Clear,Dry,331,246996.5802,916714.6653,42.499558,-70.92824071,,,ESSEX,Property damage only 
4352875,HOLYOKE,4/17/2017,3:03 PM,03:00PM to 03:59PM,Angle,Daylight,Clear,Dry,200,108142.4425,884432.4373,42.20494661,-72.61236365,18-20,25-34,HAMPDEN,Property damage only 
4354175,SPRINGFIELD,4/12/2017,12:20 PM,12:00PM to 12:59PM,Not reported,Daylight,Cloudy/Rain,Wet,,108257.9223,874791.8101,42.11817743,-72.60944079,25-34,55-64,HAMPDEN,Property damage only 
4362632,SHARON,5/10/2017,2:24 PM,02:00PM to 02:59PM,Single vehicle crash,Daylight,Clear,Dry,50,229538.5446,873511.2901,42.11145928,-71.14283015,35-44,35-44,NORFOLK,Property damage only 
4348266,SOMERVILLE,2/10/2017,11:06 AM,11:00AM to 11:59AM,Angle,Daylight,Clear,Snow,6,232335.4844,903487.9373,42.38122852,-71.10735432,,,MIDDLESEX,Not Reported
4403673,GLOUCESTER,7/26/2017,11:13 AM,11:00AM to 11:59AM,"Sideswipe, same direction",Daylight,Clear/Unknown,Dry,5,268598.3417,929445.6656,42.61255818,-70.66394186,55-64,75-84,ESSEX,Property damage only 
4336072,STONEHAM,3/10/2017,3:35 PM,03:00PM to 03:59PM,Single vehicle crash,Daylight,Snow,Snow,,234406.3443,911553.1247,42.4540544,-71.08249006,35-44,35-44,MIDDLESEX,Property damage only 
4313586,HOLYOKE,1/14/2017,3:42 PM,03:00PM to 03:59PM,Single vehicle crash,Daylight,Clear,Dry,,105544.2261,880351.1214,42.16790008,-72.64315567,35-44,35-44,HAMPDEN,Property damage only 
4476741,SEEKONK,12/31/2017,4:43 PM,04:00PM to 04:59PM,Rear-end,Dusk,Clear,Dry,,213975.3405,848777.052,41.8892037,-71.33161139,25-34,35-44,BRISTOL,Property damage only 
4469375,FRAMINGHAM,10/2/2017,12:45 AM,12:00AM to 12:59AM,Single vehicle crash,Dark - lighted roadway,Clear/Clear,Dry,,204423.172,894833.6873,42.30397566,-71.44635699,25-34,25-34,MIDDLESEX,Property damage only 
4342516,ASHFIELD,1/4/2017,7:21 PM,07:00PM to 07:59PM,Head-on,Not reported,Not Reported,Not reported,431,92913.34644,921743.4702,42.53887291,-72.80365929,16-17,16-17,FRANKLIN,Unknown
4342440,CHARLTON,2/7/2017,7:58 AM,07:00AM to 07:59AM,Rear-end,Daylight,"Sleet, hail (freezing rain or drizzle)",Wet,294,157554.7966,873501.9429,42.11078541,-72.01321848,45-54,45-54,WORCESTER,Property damage only 
4463782,BRAINTREE,12/5/2017,11:37 PM,11:00PM to 11:59PM,Single vehicle crash,Dark - lighted roadway,Rain/Severe crosswinds,Wet,277,243194.6889,886562.3768,42.22832288,-70.97674449,55-64,55-64,NORFOLK,Not Reported
4466939,DEERFIELD,9/14/2017,10:00 AM,10:00AM to 10:59AM,Angle,Daylight,Cloudy,Dry,16,108701.9236,914710.1669,42.47757628,-72.61035576,35-44,75-84,FRANKLIN,Property damage only 
4329326,WAKEFIELD,2/21/2017,3:38 PM,03:00PM to 03:59PM,Angle,Daylight,Clear,Dry,200,235621.816,918035.7538,42.51197235,-71.06651924,25-34,75-84,MIDDLESEX,Property damage only 
4394288,BELLINGHAM,7/8/2017,2:39 PM,02:00PM to 02:59PM,Rear-end,Daylight,Clear,Dry,91,201263.3402,873403.8453,42.11105173,-71.48472862,18-20,45-54,NORFOLK,Property damage only 
